baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000176022.4_3	3391.53014713909	0.180851298428184	0.180893300585287	0.99976780700575	0.317422888722517	0.999957825060306
ENSG00000184163.3_2	42.8992919605362	0.10765236861524	0.266514554141635	0.403926791022565	0.686266554697274	0.999957825060306
ENSG00000260179.1_3	6.20088619596332	-0.0142281715681426	0.167042253940868	-0.0851770808431458	0.932120611189779	NA
ENSG00000160087.20_3	4299.77240422255	0.0674655503020345	0.174870023641453	0.385803975416411	0.699641850866655	0.999957825060306
ENSG00000230415.1_2	18.8051423088743	-0.0917461839310038	0.236640267792045	-0.387703178275764	0.698235703493283	0.999957825060306
ENSG00000162572.20_2	191.561754403182	0.0359513969958507	0.240482821251659	0.149496736643107	0.88116168421443	0.999957825060306
ENSG00000131584.18_2	3373.69367372678	0.352663229811439	0.198664493685412	1.77516990212597	0.0758698377689073	0.891458701960559
ENSG00000169972.11_2	475.532813838456	0.0299330183516954	0.226900342618205	0.131921433023406	0.895046435688224	0.999957825060306
ENSG00000127054.20_3	4124.04949335284	0.208651164650853	0.183419982540809	1.13755961460977	0.255304418255035	0.999957825060306
ENSG00000240731.1_4	92.5616661110189	0.0842063622395281	0.263005674249763	0.320169374595171	0.748839937749592	0.999957825060306
ENSG00000224051.6_2	1381.83196774591	0.105483321233775	0.19289453926362	0.546844517405526	0.584485555891937	0.999957825060306
ENSG00000169962.4_2	21.7577971194089	0.113185821527181	0.237406374900675	0.476759824054997	0.633533157487492	0.999957825060306
ENSG00000107404.19_3	4358.95663669814	0.276459226913417	0.194307686265586	1.42279099827036	0.154796751642904	0.999957825060306
ENSG00000162576.16_2	459.839741678323	0.127090442507356	0.22090384344546	0.575320195996202	0.565074765204602	0.999957825060306
ENSG00000175756.13_2	5138.16554639346	0.111085816316912	0.191009847121192	0.581571149294889	0.560855580776775	0.999957825060306
ENSG00000223663.2_3	3.92405682242689	0.00701375568599236	0.128122856541759	0.0547424236026642	0.956343670867954	NA
ENSG00000221978.11_2	8715.53551920396	0.0696437805241846	0.167230950371298	0.416452698316648	0.677078773417322	0.999957825060306
ENSG00000224870.6_3	1191.82801004455	0.146675038797789	0.192748065021405	0.760967632964307	0.446676400006479	0.999957825060306
ENSG00000242485.5_2	3073.99982906902	0.0441541181308919	0.172606116444903	0.255808537034006	0.798098681593651	0.999957825060306
ENSG00000272455.1_3	283.034286675527	-0.0483203324668996	0.233625042648192	-0.206828565633109	0.836143746331326	0.999957825060306
ENSG00000235098.8_2	33.3147645920309	0.0208479967216423	0.249216563270199	0.0836541377831256	0.933331422017021	0.999957825060306
ENSG00000225905.1_3	2.35210866026729	-0.12283907658837	0.106193781562756	-1.1567445360798	0.247376748179878	NA
ENSG00000205116.3_2	16.1844404905207	0.00955412613298201	0.227369781729102	0.0420202106908174	0.966482586543827	0.999957825060306
ENSG00000225285.1_2	18.0425488146109	0.178012788351681	0.237319186780474	0.750098594077635	0.45319532621452	0.999957825060306
ENSG00000179403.11_3	864.645413819251	0.175818147257988	0.206657404673527	0.850771098842271	0.394896519104217	0.999957825060306
ENSG00000215915.9_3	20.2412254441491	0.0131651497599218	0.234647169456982	0.0561061520170409	0.95525724305973	0.999957825060306
ENSG00000160072.19_2	1961.02570006848	0.174806294807913	0.230165701145647	0.759480208987771	0.447565348620053	0.999957825060306
ENSG00000197785.13_2	3135.18611561983	0.253062375101278	0.221402025819816	1.14299936581081	0.253038854368778	0.999957825060306
ENSG00000205090.8_2	332.543581659777	-0.124790692132523	0.227121089794698	-0.549445638207025	0.582699661469683	0.999957825060306
ENSG00000160075.11_2	4337.89888883519	-0.00720555091545913	0.168746075913907	-0.0427005539324976	0.9659402379997	0.999957825060306
ENSG00000215014.4_4	48.6967308696714	-0.268092132270523	0.265092560408615	-1.01131518688146	0.311865599615445	0.999957825060306
ENSG00000228594.3_3	1879.12637030278	0.209640476431343	0.208978876497196	1.00316586989669	0.315780837401366	0.999957825060306
ENSG00000272106.1_3	266.12752957337	-0.234952860865418	0.234774520072866	-1.00075962584226	0.316943033056781	0.999957825060306
ENSG00000197530.12_3	2362.79038591884	0.0584990356134795	0.182365441877746	0.320779172913123	0.748377743604829	0.999957825060306
ENSG00000189409.13_3	2.06943057592832	-0.108775478224575	0.100368989455123	-1.08375583748615	0.278473070887932	NA
ENSG00000248333.8_2	1928.7618718159	0.132927868519731	0.195451362440032	0.680107147170774	0.496436619310076	0.999957825060306
ENSG00000272004.1_3	6.52138122256095	0.00603864872310692	0.172527064124076	0.0350011678096145	0.97207880966778	NA
ENSG00000189339.11_2	3873.22874494484	-0.0284783402902349	0.182329147713339	-0.15619192349327	0.875881742723955	0.999957825060306
ENSG00000269737.2_4	58.5971609257128	0.154247256280307	0.267981118742785	0.575590015460593	0.564892331391206	0.999957825060306
ENSG00000215914.4_2	2.67069857297993	0.0820131953027178	0.114929965998141	0.713592791840246	0.475479016063618	NA
ENSG00000008128.22_3	34.3767700579082	-0.0195858393854604	0.261321271733558	-0.0749492731897848	0.940255072436072	0.999957825060306
ENSG00000268575.1_4	76.2937837696918	0.260612742960663	0.267825961798657	0.973067514480105	0.33051974818888	0.999957825060306
ENSG00000227775.3_3	165.351186171782	-0.0923702989796186	0.264879875437453	-0.348725243195874	0.727295591210739	0.999957825060306
ENSG00000215790.6_3	367.450913815254	0.409459918023303	0.212944477177624	1.9228482628444	0.0544991088655786	0.750453930381932
ENSG00000008130.15_2	3013.06564635454	0.190024462815105	0.177594976331767	1.06998782702118	0.284624788047215	0.999957825060306
ENSG00000078369.17_2	30509.8483694087	0.130885841369448	0.175991723677688	0.743704525612542	0.457055250941139	0.999957825060306
ENSG00000231050.1_3	14.4804193755065	-0.0872472850185566	0.220041575779471	-0.396503636685446	0.691733525559281	0.999957825060306
ENSG00000169885.9_2	10.0641466451243	-0.0611855949610181	0.193637694926111	-0.315979773382272	0.752017860709595	0.999957825060306
ENSG00000178821.12_2	84.6658682285144	-0.097030209716273	0.263583491905369	-0.368119448660724	0.712784169645132	0.999957825060306
ENSG00000142609.17_3	3.40841693822928	-0.0143938967163139	0.111950232487109	-0.128574067213047	0.897694687322093	NA
ENSG00000187730.8_2	6.18875294161842	0.00825880341528318	0.17110329903478	0.0482679379174589	0.961502706593408	NA
ENSG00000067606.16_3	930.582631809255	0.138773768419	0.19055306742994	0.728268352174507	0.466449331446882	0.999957825060306
ENSG00000271806.1_3	2.56569574904853	0.0245121077961864	0.110664486085815	0.221499314397742	0.824703670374157	NA
ENSG00000182873.5_3	205.05719721955	-0.140175210027999	0.234884342500153	-0.596783968381831	0.550651622745676	0.999957825060306
ENSG00000162585.16_3	2951.35072367206	0.0523629212050493	0.179130803770335	0.292316676433743	0.770044509426657	0.999957825060306
ENSG00000203301.2	3.66423552675699	0.00559375016439663	0.140056324651975	0.039939289984201	0.968141527201198	NA
ENSG00000234396.3_3	0.565356168677934	-0.0336848018887918	0.0572366158242414	-0.58851840563441	0.556184383387036	NA
ENSG00000157933.9_2	4709.25149470243	0.0604764604782513	0.196500058920878	0.307768154423823	0.758258755224439	0.999957825060306
ENSG00000116151.13_4	215.777093010875	-0.0451789951900494	0.235637841962119	-0.1917306439995	0.847953200843557	0.999957825060306
ENSG00000272161.1_4	4.33880785962039	-0.0204965497349722	0.14833188168649	-0.138180339263094	0.890097893025273	NA
ENSG00000269753.1	2.24249450886944	0.0291076332612937	0.105081379081911	0.277000868427928	0.781779439319629	NA
ENSG00000269896.2_3	165.955286727255	0.0668213754399096	0.255886772310718	0.261136497351922	0.793987247038143	0.999957825060306
ENSG00000272420.1_4	10.0214938791541	0.0831591673213527	0.184105700236297	0.451692518018828	0.651490509027012	0.999957825060306
ENSG00000157916.19_3	3921.65833220017	-0.103865600913064	0.166802948566413	-0.622684441766385	0.533491908644344	0.999957825060306
ENSG00000157911.9_3	737.547865350321	-0.023010474788862	0.200989966914724	-0.114485688724079	0.908852790548252	0.999957825060306
ENSG00000149527.17_3	130.228332544546	0.0635914133218775	0.253191351721396	0.251159500075862	0.801690795364004	0.999957825060306
ENSG00000224387.1_3	1.02107490694666	-0.00502699194299096	0.0709381726845802	-0.0708644126673941	0.943505666718665	NA
ENSG00000157881.13_3	1232.67667766058	0.0714285962692163	0.181317162152471	0.393942831562471	0.69362324698538	0.999957825060306
ENSG00000197921.5_2	4.29784015854516	-0.0775584391742417	0.149390863307687	-0.519164542308734	0.603646003031705	NA
ENSG00000272449.1_3	42.3901729649451	-0.147167865582696	0.261069311330711	-0.563711854267969	0.572950248522197	0.999957825060306
ENSG00000238164.6_4	4.62167329805987	-0.155611500070545	0.143679083748608	-1.08304908418552	0.278786636890245	NA
ENSG00000157873.17_2	9.48468227118244	-0.123159650517071	0.194831231844888	-0.632135050170617	0.527298633699645	0.999957825060306
ENSG00000225931.3_3	0.565356168677934	-0.0336848018887918	0.0572366158242414	-0.58851840563441	0.556184383387036	NA
ENSG00000228037.1_3	0.690398297911839	0.0116562639516719	0.0600971898484964	0.1939568885177	0.846209638781569	NA
ENSG00000157870.14_2	2840.05020554168	0.1348657810202	0.183223331740962	0.736073183140625	0.461686161747097	0.999957825060306
ENSG00000142606.15_3	24.1249093226917	-0.158621855519949	0.245310276675815	-0.646617246001369	0.517879693538865	0.999957825060306
ENSG00000215912.12_4	60.7304021949886	-0.286206988318806	0.250862887686392	-1.14089011315455	0.253915654251188	0.999957825060306
ENSG00000142611.16_3	0.925077857554954	-0.000825058558810182	0.0682647974647362	-0.0120861496620771	0.9903568825554	NA
ENSG00000272235.1_3	0.565356168677934	-0.0336848018887918	0.0572366158242414	-0.58851840563441	0.556184383387036	NA
ENSG00000130762.14_3	227.529291218547	-0.120159905434862	0.246934030897134	-0.486607313695524	0.626536639619147	0.999957825060306
ENSG00000272088.1_3	1.02107490694666	-0.00502699194299096	0.0709381726845802	-0.0708644126673941	0.943505666718665	NA
ENSG00000162591.15_2	1317.84191484132	0.0984364070602266	0.210109592364361	0.468500300022112	0.639426856491363	0.999957825060306
ENSG00000238260.1_3	11.7738354217611	0.189202676881398	0.207056209948481	0.913774462154383	0.360835368066546	0.999957825060306
ENSG00000158109.14_2	1218.64082988887	0.0926230399341899	0.181521344748043	0.510259771724109	0.609869482001534	0.999957825060306
ENSG00000116213.15_2	1704.39335128197	0.162191361604426	0.178053212747736	0.910915108475	0.362340104415852	0.999957825060306
ENSG00000078900.14_3	645.055429398198	0.173956492054255	0.20245543487296	0.859233500762339	0.390211704106601	0.999957825060306
ENSG00000227589.1_3	0.91143747653745	0.0399029432028696	0.062367057706311	0.639808011960002	0.522297423187414	NA
ENSG00000235131.1_3	3.01346187833693	-0.14787402540024	0.11560679509724	-1.27911188330979	0.200857659546484	NA
ENSG00000227372.11_3	3778.97024788119	-0.549487247362159	0.179215285050997	-3.06607356178239	0.00216889946734773	0.0741986513133923
ENSG00000162592.9_3	30.5686087940977	0.176101685899424	0.258035855801767	0.682469827118571	0.494941915499457	0.999957825060306
ENSG00000235169.7_3	105.023230669343	-0.275389353859853	0.264529237148229	-1.04105450432891	0.297850252902177	0.999957825060306
ENSG00000130764.9_2	3738.66656354255	0.0495321794233225	0.172521401843897	0.287107448084272	0.774030049411312	0.999957825060306
ENSG00000266075.1	4.30663529997298	0.0193833275838157	0.146434605482984	0.132368489810751	0.894692836823073	NA
ENSG00000272153.1_3	59.2588888519835	0.012471941203219	0.267924278615009	0.0465502464640036	0.962871686576655	0.999957825060306
ENSG00000116198.12_2	1787.46830992797	-0.0285106928047725	0.176663849962915	-0.161383853067605	0.871791083359701	0.999957825060306
ENSG00000169598.15_2	367.536632817742	-0.0603159932603635	0.228020967722225	-0.264519503898608	0.791379637934013	0.999957825060306
ENSG00000198912.10_2	949.110754697575	-0.0569316942395927	0.187595381350586	-0.303481321500109	0.761523079975705	0.999957825060306
ENSG00000236423.5_2	24.8431493229305	0.152995793659996	0.248573444481895	0.615495327664175	0.538227653999512	0.999957825060306
ENSG00000233304.6_2	0.745006380004571	0.0141353498916363	0.0620261117177461	0.227893535483251	0.819729008441047	NA
ENSG00000196581.10_2	96.0218307025415	-0.290748594655043	0.266422735320839	-1.09130549352295	0.275138481294769	0.999957825060306
ENSG00000131697.17_3	675.003895469398	0.201974644311393	0.193235429674137	1.04522573656391	0.295918651215978	0.999957825060306
ENSG00000069424.14_2	635.843670531143	0.0281059202625417	0.206729063212262	0.135955340897973	0.891856585866751	0.999957825060306
ENSG00000116254.17_2	314.454432247121	0.365272324223809	0.241114359863934	1.51493392774259	0.129789137322701	0.999957825060306
ENSG00000116251.9_3	21126.7404119913	0.0508161943530671	0.178702639211613	0.284361745172059	0.776133172323707	0.999957825060306
ENSG00000226944.1_4	61.6299075676785	0.0863715370976294	0.267803737993169	0.322518041551132	0.747060272176599	0.999957825060306
ENSG00000158286.12_2	373.040926945268	0.218764657329478	0.218076809669276	1.00315415316853	0.3157864896939	0.999957825060306
ENSG00000116237.15_2	6354.32408251723	-0.04503329432885	0.17089560164829	-0.263513477787043	0.7921548367712	0.999957825060306
ENSG00000225077.2_2	15.4651643564526	0.209915632294122	0.225269706836958	0.931841370247138	0.351418511018025	0.999957825060306
ENSG00000173673.7_2	0.938741517583816	0.0498948347134684	0.0695555335885721	0.717338105816301	0.473165500145162	NA
ENSG00000158292.6_2	1554.89608763516	-0.130680835655718	0.179216906754837	-0.729176939955139	0.465893435134438	0.999957825060306
ENSG00000097021.19_2	4757.36824592967	0.139185898833032	0.175292051246501	0.794022876926146	0.427182113430371	0.999957825060306
ENSG00000069812.11_2	2.58152171409697	0.061543908012887	0.113559995464123	0.541950602950935	0.587852535482769	NA
ENSG00000187017.15_3	12.5016495061224	-0.0933040382399122	0.216251225995004	-0.431461314545648	0.666132975525889	0.999957825060306
ENSG00000215788.9_3	385.138261553077	0.165964197419333	0.212301855187352	0.781736915454051	0.434369202011094	0.999957825060306
ENSG00000171680.21_3	1846.43467001303	0.00504573822110508	0.18448200844943	0.0273508417623728	0.978179906154395	0.999957825060306
ENSG00000162408.10_2	1137.4508252812	0.0851372217828453	0.19946159630287	0.426835157047324	0.669499397411449	0.999957825060306
ENSG00000253022.1	0.469359119286228	-0.0324853047999695	0.0570206750845838	-0.569710982056616	0.568873740260599	NA
ENSG00000229519.2_3	6.28474999101013	0.00394968194526466	0.172685962317642	0.0228720498890323	0.981752335518977	NA
ENSG00000173662.20_3	0.848034253016901	-0.0374408143763153	0.0602381425391957	-0.621546628067978	0.534240025085999	NA
ENSG00000204859.12_3	648.276680578977	-0.0410642825882848	0.20455235828844	-0.20075193917041	0.84089254475727	0.999957825060306
ENSG00000162413.16_3	1527.75131552215	-0.00412219797391894	0.206667817507417	-0.0199460081576126	0.98408644323189	0.999957825060306
ENSG00000116273.5_2	1736.09157236313	0.0725403006393614	0.186295005665091	0.38938403303076	0.696992081694994	0.999957825060306
ENSG00000041988.15_4	518.886261647535	-0.0340931105172236	0.201749966277393	-0.168986945308074	0.865806909856987	0.999957825060306
ENSG00000007923.15_2	2186.5096630278	0.00434938130046544	0.172612635260461	0.0251973518271273	0.979897549222765	0.999957825060306
ENSG00000237436.1_3	40.1319116335249	0.264569081631012	0.26520849583124	0.997589013133895	0.318478690880528	0.999957825060306
ENSG00000171735.18_3	3176.61098130576	0.236350544965131	0.176580490440234	1.33848617350582	0.180738004557422	0.999957825060306
ENSG00000237402.1_3	2.35363906595125	-0.0481573356473571	0.106830521342126	-0.450782557665639	0.652146273698921	NA
ENSG00000237728.2_3	0.455718738268725	0.0303963691573192	0.0569827515777252	0.533431052655612	0.593735226666348	NA
ENSG00000270171.1_3	10.3914385832194	-0.160098529634148	0.201855314860216	-0.793135071746885	0.427699131159965	0.999957825060306
ENSG00000270035.1_3	8.96224547548745	-0.0374019384312552	0.195865825324464	-0.190956938860041	0.848559330091827	0.999957825060306
ENSG00000269978.1_3	14.8540247734024	0.0169675493943441	0.218400992881464	0.0776898912888786	0.938074735384911	0.999957825060306
ENSG00000049245.12_3	3542.52105369289	-0.0595782464271851	0.168947819578663	-0.3526428845058	0.72435618322336	0.999957825060306
ENSG00000269925.1_4	11.4997153981299	-0.25630651924097	0.210044526782729	-1.22024850238585	0.222370685321209	0.999957825060306
ENSG00000049246.14_2	499.984524099312	0.353746956209832	0.204217008718545	1.73221103584653	0.0832359948432679	0.935207301773192
ENSG00000236266.1_3	6.22350907250916	-0.106456064566204	0.17199192782036	-0.618959656510122	0.535942936536947	NA
ENSG00000049249.8_3	334.394451669779	-0.303199222319034	0.244530152750377	-1.23992570612978	0.215002874827651	0.999957825060306
ENSG00000116288.12_3	12538.171415899	0.0493661553735659	0.171133505592713	0.288465751943715	0.772990242771621	0.999957825060306
ENSG00000200344.1	0.752037203625195	-0.0409338073469669	0.0628999741500908	-0.650776218910542	0.515190953621844	NA
ENSG00000284747.1_1	16.6060582762456	0.114301935608525	0.220872483304682	0.517501926443467	0.604805824488487	0.999957825060306
ENSG00000284716.1_1	1.19388164875319	-0.0346858455291291	0.076159553567126	-0.455436565795484	0.648795193958709	NA
ENSG00000116285.12_2	3633.39602633489	-0.053058523171135	0.259360452097394	-0.204574455134011	0.837904615137093	0.999957825060306
ENSG00000238290.1_3	3.57484803476216	0.0128942163815649	0.12721570841999	0.101357108659851	0.919266983402354	NA
ENSG00000227634.2_2	1.03471528796416	-0.0557195396144795	0.0730429988538658	-0.762832037139595	0.445563572107524	NA
ENSG00000162426.14_2	301.715583086777	-0.0499218422608153	0.233759471141638	-0.213560725548387	0.8308896292334	0.999957825060306
ENSG00000142599.17_4	6984.31945223127	0.0537225072873513	0.171006889084302	0.31415405294501	0.753404037728185	0.999957825060306
ENSG00000232912.5_3	2.59342105631864	-0.0361125759603908	0.120647608100564	-0.299322767595109	0.764693784437416	NA
ENSG00000228423.2_4	0.724522529466957	-0.0117054798262901	0.0613880976172087	-0.190679957200836	0.848776342405282	NA
ENSG00000074800.13_3	76582.4194608619	-0.0963915669383256	0.201841494506696	-0.477560707593393	0.632962902727512	0.999957825060306
ENSG00000236269.1_3	20.3448946323751	-0.0370938536026062	0.242569013582759	-0.152920824695322	0.87846071332658	0.999957825060306
ENSG00000230679.1_3	7.21688195119706	0.0489835844470049	0.181327030674999	0.270139450608445	0.787052972739605	NA
ENSG00000131686.14_2	0.565356168677934	-0.0336848018887918	0.0572366158242414	-0.58851840563441	0.556184383387036	NA
ENSG00000142583.17_3	7.8813902186897	-0.281500621988275	0.163614026389588	-1.72051643859667	0.0853386081801065	NA
ENSG00000180758.11_3	370.613920096985	-0.10203337759876	0.224045132343249	-0.455414391429132	0.648811143649086	0.999957825060306
ENSG00000228526.6_3	242.871863212965	-0.229965473418185	0.229425502605209	-1.00235357798869	0.316172854274943	0.999957825060306
ENSG00000234546.3_2	36.6218500946958	-0.0703231329858499	0.257586333275744	-0.273008012853577	0.784847056108434	0.999957825060306
ENSG00000281937.1_3	1.97343352653662	-0.102548847909506	0.0976434705164399	-1.05023763869843	0.293608868597312	NA
ENSG00000049239.12_2	5741.99366178253	-0.0591046676974748	0.164545417059154	-0.359199719772364	0.719445686246537	0.999957825060306
ENSG00000171621.13_2	525.104303890551	0.455556930856917	0.237884785958759	1.9150318042445	0.0554884477396592	0.757606699345957
ENSG00000284652.1_1	4.73112337436856	-0.0754272433102198	0.139722336810641	-0.539836686330567	0.589309664383497	NA
ENSG00000284693.1_1	46.9265640100759	0.00528780913889307	0.267221867906003	0.0197880853851118	0.984212422509301	0.999957825060306
ENSG00000171612.6_3	1040.9354222134	0.181157719713127	0.186053459356768	0.973686382072298	0.330212280917017	0.999957825060306
ENSG00000231181.1_3	9.22425235518829	0.0481446413842549	0.197628958385278	0.243611269206797	0.807531899645202	0.999957825060306
ENSG00000188807.12_2	1378.46588520407	0.115869490973665	0.18923758936	0.612296380256872	0.540341684134658	0.999957825060306
ENSG00000171608.15_2	600.189223875155	-0.0333020563956137	0.207381128321083	-0.160583832604348	0.872421189340648	0.999957825060306
ENSG00000231789.2_3	254.793102549437	0.200863899587812	0.252244935687914	0.796304984439121	0.425854789154631	0.999957825060306
ENSG00000171603.16_2	10386.9053521103	-0.0212041239906727	0.166840900139355	-0.127091881984344	0.898867676598153	0.999957825060306
ENSG00000178585.14_2	1318.95048899169	0.115095606870117	0.187188247256422	0.614865562112197	0.538643507384249	0.999957825060306
ENSG00000162441.11_2	1312.54666595337	-0.0751976359291111	0.181617923381369	-0.414043033468717	0.678842591320306	0.999957825060306
ENSG00000228150.1_4	16.4142282525514	-0.0501537119451537	0.231370880319077	-0.216767606519836	0.828389457971453	0.999957825060306
ENSG00000173614.13_3	461.986300735166	-0.0279854934714369	0.241357417802494	-0.115950417957893	0.907691837383699	0.999957825060306
ENSG00000202415.1	11.5215888582737	0.130249316019243	0.204997580163755	0.635370017125067	0.525187118144178	0.999957825060306
ENSG00000283611.1_3	3.26994506108975	-0.0452368665587487	0.132248619582145	-0.342059272162385	0.732306286798819	NA
ENSG00000265521.1	0.455718738268725	0.0303963691573192	0.0569827515777252	0.533431052655612	0.593735226666348	NA
ENSG00000162444.11_2	13.9850294297233	-0.158755873448542	0.223283105290926	-0.711007101238991	0.477079835318721	0.999957825060306
ENSG00000130939.18_3	3103.85210320522	-0.0715282524240573	0.167542132488283	-0.426926954800815	0.669432531937151	0.999957825060306
ENSG00000224340.1_3	0.510326820361457	0.0317138236132264	0.0571567163074012	0.554857340695756	0.578992242638178	NA
ENSG00000233623.2_2	1.67008423755952	0.0140847416781459	0.0951867182773539	0.147969611023945	0.882366751087853	NA
ENSG00000201746.1	0.489842969823843	1.79239802159895e-05	0.05707853249149	0.000314023143791614	0.999749445785952	NA
ENSG00000054523.17_3	4840.37365465632	0.0351009127566845	0.166234378812484	0.211153150193313	0.832767767207141	0.999957825060306
ENSG00000199562.1	1.8365153340924	0.0413820047572878	0.0904897946524196	0.457311290364181	0.647447315691435	NA
ENSG00000284735.1_1	13.2756776869578	-0.125092593628096	0.218285562151925	-0.573068563925601	0.566598271163485	0.999957825060306
ENSG00000284642.1_1	8.87304533759313	-0.145304917514894	0.189782965440564	-0.765637301417341	0.443892143110619	0.999957825060306
ENSG00000142657.20_3	7407.73495962528	-0.0259079325095716	0.166616417682667	-0.155494475693957	0.876431508731761	0.999957825060306
